source,target,maxspeed,osmid,length,name,oneway
111464592,3092548270,0,12298305,957.153,Via Panorâmica,True
111464592,26016457,90,"[479165072, 415566516]",318.148,Via de Cintura Interna,True
111415443,126394574,50,13702685,235.573,Rua de João Grave,True
111415443,111415445,0,224646233,163.178,Avenida da Boavista,True
2206208148,475876236,0,210365858,69.857,Rua do Corpo da Guarda,False
111415445,343646787,0,13702711,13.927,Rua de António Bessa Leite,True
111415445,5284452939,0,224646233,49.056,Avenida da Boavista,True
111415446,1239645077,0,98836115,9.037,Rua João de Deus,True
111415446,5284452758,0,250949165,186.891,Avenida da Boavista,True
513921171,513920936,0,453762039,50.173,Rua da Alegria,False
513921171,138197779,0,453762039,58.467,Rua da Alegria,False
513921171,513921201,0,41738246,104.46799999999999,Rua do Monte dos Congregados,False
2829209747,2829209748,0,278570718,84.596,Travessa das Almas,False
2829209747,1278184335,0,747471006,85.8,Rua de Fernandes Tomás,True
2829209748,2829209747,0,278570718,84.596,Travessa das Almas,False
560976022,560976031,0,252529844,16.856,Rua da Formiga,False
560976022,560976026,0,368009831,70.072,Rua da Formiga,True
560976023,560976053,0,44157249,106.59299999999999,Rua Particular de Novais da Cunha,False
560976023,4942615697,0,"[291331346, 544604406]",65.206,Travessa de Nova Sintra,True
3846230167,1097394631,50,94482354,13.09,Rotunda do Casal,True
3846230167,3846230111,0,381423811,37.329,NONE,False
560976026,354912520,0,44157245,37.84,Rua da Formiga,False
560976026,560977452,0,44157410,108.756,Travessa da Formiga,True
404066463,404379906,0,34704970,36.625,Nó do Mercado Abastecedor,True
3846230175,1097394657,0,94482353,139.885,Rua António Ricca Gonçalves,False
3846230175,1097394531,50,94482358,246.05499999999998,Avenida Francisco Xavier Esteves,True
560976032,560976031,0,544604407,62.577,Rua da Formiga,False
560976032,560976038,0,44157247,62.887,Travessa da Presa Velha,False
560976032,560975945,0,544604407,48.89800000000001,Rua da Formiga,False
560976031,560976022,0,252529844,16.856,Rua da Formiga,False
560976031,560976032,0,544604407,62.577,Rua da Formiga,False
560976031,560976023,0,291331346,40.313,Travessa de Nova Sintra,True
404066469,1731168589,0,496736158,13.888,Nó do Mercado Abastecedor,True
404066469,411018958,0,30911261,155.669,Rua dos Campeões Europeus,True
1198805157,5244467720,0,448834153,7.029,Rua do Maestro Raúl Casimiro,False
1198805157,1198805100,0,103847403,42.825,Rua do Maestro Raúl Casimiro,False
1198805157,1198805100,0,103847403,87.01,Rua do Maestro Raúl Casimiro,False
4395077799,128655624,0,524886829,18.704,Rua de Gama Barros,True
4395077799,5291943785,0,547702473,9.65,Rua de Gama Barros,True
560976038,560975964,0,553524659,31.53,Rua da Presa Velha,False
560976038,560976045,0,44157246,162.66400000000002,Rua da Presa Velha,True
560976038,560976032,0,44157247,62.887,Travessa da Presa Velha,False
4395077802,6152288414,0,656810739,49.384,NONE,False
4395077802,1474740082,0,"[656810740, 134086245]",53.172,Rua de Dom João Peculiar,False
4395077802,1474720659,0,134086245,147.673,Rua de Dom João Peculiar,False
286970027,286969943,0,26207885,49.759,Rua de O Comércio do Porto,True
286970027,6550894003,0,26207896,3.923,Rua de São Francisco,False
560976045,4942615712,0,35331293,40.033,Rua do Freixo,False
560976045,414134058,0,"[35331594, 35331293, 35331294]",74.867,Rua do Freixo,False
404754608,404756386,0,34731974,36.562999999999995,Praça da Rainha Dona Amélia,True
404754608,404754615,0,34732006,177.435,Rua do Seixal,True
513921201,513921229,0,41738246,21.624000000000002,Rua do Monte dos Congregados,False
513921201,513921171,0,41738246,104.468,Rua do Monte dos Congregados,False
513921201,513921226,0,41738248,25.585,Travessa do Monte de Tadeu,False
473878708,473874237,0,39549961,105.476,Travessa da Senhora da Lapa,False
560976053,560976023,0,44157249,106.59299999999999,Rua Particular de Novais da Cunha,False
404754615,404785592,0,34732363,29.226,Praça de Teixeira de Pascoais,False
404754615,404754617,0,34935294,24.582,Praça de Teixeira de Pascoais,True
1092997303,510772642,0,452158598,81.928,Rua de Azevedo Coutinho,False
1092997303,1837918500,0,172963181,21.919,NONE,True
404754617,402004623,0,34935295,143.45999999999998,Rua de Santos Pousada,True
1198805177,1198805220,0,103847406,49.328,Rua Cecília Meireles,False
1198805177,1198805103,0,448834151,39.578,Rua Cecília Meireles,True
2307219747,2307219738,0,366594500,13.518999999999998,Avenida de Rodrigues de Freitas,True
2307219747,137884299,0,741944103,111.587,Avenida de Rodrigues de Freitas,False
5051437246,560975913,0,44157233,138.503,Travessa da Presa da Agra,False
1198805182,415754686,0,103847402,80.145,Rua Camilo Pessanha,False
1198805182,5277793608,0,103847409,93.96000000000001,Rua Camilo Pessanha,True
1198805185,5244467715,0,542447868,55.317,NONE,False
1198805185,1198805133,0,103847409,39.805,Rua Camilo Pessanha,True
3846230212,3846230175,0,381421890,11.882,Rua António Ricca Gonçalves,True
3846230212,3846230517,50,381421894,112.53300000000002,Avenida Francisco Xavier Esteves,True
1198805189,5277793575,0,103847403,41.92400000000001,Rua do Maestro Raúl Casimiro,False
1198805189,1198805220,0,448832524,129.635,Rua do Falcão,False
1198805189,415754677,0,448832524,199.517,Rua do Falcão,False
5198958791,5198958105,0,536757756,18.383,NONE,False
5198958791,299579890,0,118148373,56.572,Rua de Contumil,True
513921226,513921227,0,41738248,82.864,Travessa do Monte de Tadeu,False
513921226,513921201,0,41738248,25.585,Travessa do Monte de Tadeu,False
513921226,5268149596,0,452441996,17.944,Rua do Monte de Tadeu,False
513921227,513921226,0,41738248,82.864,Travessa do Monte de Tadeu,False
126554316,3149005233,0,153804358,36.559,Rua Orfeão do Porto,False
126554316,129692092,0,316967084,118.26500000000001,Rua de Grijó,False
126554316,1143318441,0,"[314026522, 316967084, 316967086]",137.846,Rua de Grijó,False
513921229,513921231,0,41738249,86.084,Rua Particular de Santo Isidro,False
513921229,5268149596,0,41738249,12.299,Rua Particular de Santo Isidro,False
513921229,5268149596,0,"[452441996, 41738246]",35.57000000000001,"['Rua do Monte dos Congregados', 'Rua do Monte de Tadeu']",False
513921229,513921201,0,41738246,21.624000000000002,Rua do Monte dos Congregados,False
1092997327,335740663,0,106572525,128.271,Rua Airosa,False
1092997327,2215508912,0,211561629,91.305,Rua do Padre António Coutinho,False
1092997327,4585699655,0,"[106572537, 172963690, 106572525, 218899246]",299.578,"['Rua Airosa', 'Rua de Frederico Ozanam', 'Rua Direita de Francos']",False
513921231,513920950,0,41738234,42.719,Rua de Santo Isidro,True
513921231,513921229,0,41738249,86.084,Rua Particular de Santo Isidro,False
1548079312,1548079601,0,141434748,43.678,Rua do Peso da Régua,False
1548079312,1548078769,0,141434748,103.092,Rua do Peso da Régua,False
1548079312,1548078756,0,141435143,63.977000000000004,Rua de Santa Marta de Penaguião,False
1198805203,1198805182,0,448834151,98.63,Rua Cecília Meireles,True
1198805203,5277793608,0,546128922,63.984,NONE,False
1092997335,343646776,0,172963691,52.53,Rua Direita de Francos,True
1092997335,2215508968,0,211561637,59.651,Rua do Padre António Coutinho,False
1548079320,1198770878,0,95127169,79.633,Rua de São Roque da Lameira,True
1548079320,4473717368,0,141434749,75.237,Rua de Chaves de Oliveira,False
428216538,311889356,0,36836152,105.481,Rua de Feliciano de Castilho,True
428216538,428216358,0,484608232,38.008,Praça do Conde de Samodães,True
1548079325,1548078756,0,461932811,93.93099999999998,Rua Manuel Pinheiro da Rocha,False
1548079325,1548079607,0,546128925,31.971,NONE,False
1548079325,3846231584,0,546128925,79.943,NONE,False
128651490,792643017,0,434897741,9.993,Estrada da Circunvalação,True
1092997347,1788788569,0,13262695,48.019999999999996,Rua Pedro Hispano,True
1198805220,1198805177,0,103847406,49.328,Rua Cecília Meireles,False
1198805220,1097379559,0,448832524,80.451,Rua do Falcão,False
1198805220,1198805189,0,448832524,129.635,Rua do Falcão,False
4685582565,114312390,0,"[12543217, 29036542, 497150662]",185.156,NONE,True
4685582565,25507581,90,"[29036540, 29036541, 497925444]",282.10699999999997,NONE,True
128651494,1838445653,0,161124190,78.482,Rua Diamantina,False
128651494,792643023,0,434897741,7.321,Estrada da Circunvalação,True
1092997350,2206192847,0,172963173,145.627,Rua de Domingos Machado,True
1092997350,2206643174,0,210584789,161.804,Travessa do Monte de Ramalde,False
2300891367,2300816488,0,252527890,124.988,Rua da Senhora das Dores,True
1092997353,2332905793,0,705173664,44.505,Rua de Francos,False
1092997353,1092997350,0,172963173,65.174,Rua de Domingos Machado,True
1198805226,1548075452,0,103847407,165.646,Rua Monte da Bela,False
1198805226,414913214,0,103847407,61.105,Rua Monte da Bela,False
1198805226,1548076071,0,141434618,73.25,Rua do Doutor José Marques,False
112677103,343646792,0,30912925,80.115,Rua Moreira de Sá,True
112677103,126597343,50,454037681,94.818,Rua 5 de Outubro,True
112677104,112677103,50,212711378,60.071000000000005,Rua 5 de Outubro,True
4447965430,1225943147,0,211561630,31.524,Rua das Cruzes,False
1548079353,3846231879,0,381423618,88.095,NONE,False
1548079353,1548079783,0,542445802,62.278999999999996,Rua do Cerco do Porto,False
1548079353,1548078980,0,542445802,71.63400000000001,Rua do Cerco do Porto,False
510791948,510791951,0,41598352,75.25,NONE,False
510791948,4720552011,0,30912920,169.462,Rua do Tenente Valadim,True
2246086926,1386051845,50,215200349,55.697,Praça Dona Filipa de Lencastre,True
510791951,510791948,0,41598352,75.25,NONE,False
2246086928,25620737,50,34607518,33.325,Rua do Almada,True
2246086928,2246086926,0,215200352,25.149,NONE,True
3846230289,1097394605,50,94482354,8.748000000000001,Rotunda do Casal,True
1106006305,299590394,0,27290137,233.085,Rua de Belém,True
1106006305,1106006331,0,27290217,56.381,Rua da Ajuda,True
114315556,25507591,0,12543749,291.219,NONE,True
114315556,114315563,0,95127165,190.585,Radial de Gondomar,True
1106006309,4478069063,0,27290952,38.755,Praça de Campo Grande,True
1106006309,1106006324,0,161123913,122.209,Rua dos Anjos,True
1106006315,1106006333,0,27290079,122.38900000000001,Rua dos Anjos,True
1106006315,1352647025,0,549454259,39.331,Rua da Ajuda,True
114315563,25507594,0,12543642,273.68600000000004,NONE,True
114315563,114315578,0,95127165,275.312,Radial de Gondomar,True
2454212910,3092543644,0,454039832,21.842,Rua de Agramonte,True
2454212910,4737133828,0,480743163,62.595,Rua de Agramonte,False
1106006324,299583544,0,27290392,58.325,Rua de Arroios,False
1106006324,299583501,0,27290392,38.576,Rua de Arroios,False
1106006324,299599582,0,"[441677224, 161123913]",212.98700000000002,"['Rua dos Anjos', 'Rua da Encarnação']",True
1106006327,25620759,50,34607518,163.489,Rua do Almada,True
1106006327,747467619,0,"[229194693, 60175223]",79.791,"['Rua de Ricardo Jorge', 'Largo de Mompilher']",True
114315578,114314002,0,95127165,524.9559999999999,Radial de Gondomar,True
1106006331,5198563347,0,27290127,146.135,Rua de Alcântara,True
1106006331,1106006315,0,"[27290217, 549454259]",57.762,Rua da Ajuda,True
1106006333,4478069061,0,549454256,59.012,Praça de Campo Grande,True
2234962237,2234962291,0,213863904,68.402,NONE,False
2332905793,1092997353,0,705173664,44.505,Rua de Francos,False
2332905793,335739282,0,30912915,80.006,Rua de Francos,False
2332905793,2206192838,50,704228227,54.178,Rua do Lugarinho,True
3718844738,276935838,0,25410513,3.746,Rotunda Artur Cupertino de Miranda,True
2846609729,444011313,0,280570948,12.722,Rua Conde de Avranches,True
2846609729,444004662,0,256605511,39.985,Rua Conde de Avranches,False
4685615426,1548165946,50,474655381,18.903,Largo do Padre Baltazar Guedes,False
4685615426,138241052,0,546400943,19.56,Largo do Padre Baltazar Guedes,False
4685615426,5268328250,0,504045800,74.772,Rua do Duque da Saldanha,False
4685615426,2107975883,0,546400943,59.54900000000001,Largo do Padre Baltazar Guedes,False
411504965,2168903806,0,35078498,41.94,Rua do Doutor Manuel Laranjeira,True
411504965,411835470,0,"[206843931, 35078501, 35078502]",236.28599999999994,Rua do Doutor Manuel Laranjeira,False
411504967,411504968,0,35078499,28.344,Largo da Igreja de Paranhos,True
411504967,2084090872,0,705505995,58.297,Rua Doutor Manuel Pereira da Silva,False
411504968,411504969,0,35078499,26.838,Largo da Igreja de Paranhos,True
411504968,4087312908,0,406682433,21.85,Largo da Igreja de Paranhos,True
411504969,4087312908,0,34774629,18.623,Rua da Igreja de Paranhos,False
411504969,411506246,0,34774629,58.942,Rua da Igreja de Paranhos,False
4590506319,445439344,0,"[37937532, 463835631]",35.714999999999996,Rua do Águeda,False
411504977,445439290,0,35078501,44.38,Rua do Doutor Manuel Laranjeira,False
411504977,420777494,0,35078500,126.018,Rua Doutor Manuel Pereira da Silva,False
411504977,412248019,0,35145521,132.012,Rua do Doutor Roberto Frias,False
411504977,432578817,0,461925689,65.899,Rua do Actor Ferreira da Silva,False
411504984,420777494,0,35078500,35.269,Rua Doutor Manuel Pereira da Silva,False
411504984,1223751661,0,106334856,202.36999999999998,Rua António Salgado Júnior,False
411504984,412249442,0,"[705505995, 705505996]",212.447,Rua Doutor Manuel Pereira da Silva,False
2273284449,475568688,0,217628814,33.839999999999996,Largo do Viriato,True
2273284449,475568776,0,217628815,66.30600000000001,Largo do Viriato,True
1548554599,1548554601,0,37856053,112.24000000000001,Rua do Arquitecto Lobão Vital,False
1548554599,444011318,0,37856053,149.457,Rua do Arquitecto Lobão Vital,False
1548554599,412246602,0,455315148,190.458,NONE,False
411504999,432578813,0,35078501,47.257,Rua do Doutor Manuel Laranjeira,False
411504999,432578810,0,35078501,48.033,Rua do Doutor Manuel Laranjeira,False
411504999,2073943320,0,37937530,23.391,Rua do Tâmega,False
1548554601,1548554599,0,37856053,112.24000000000001,Rua do Arquitecto Lobão Vital,False
474681706,474681726,0,"[39597832, 482122892, 482122893]",209.55999999999997,Rua de Alves Redol,False
474681706,474677888,0,39597832,32.672,Rua de Alves Redol,False
474681706,474676250,0,307126889,54.666,Rua de Cervantes,False
1548079465,1548079085,0,141434694,40.164,NONE,False
1548079465,1548079974,0,381423968,67.233,NONE,False
1548079465,1548079557,0,381423968,28.753,NONE,False
1548079468,1548080073,0,141434703,71.685,NONE,False
1548554610,4381093226,0,440389517,3.957,NONE,True
2234962291,4468932426,0,151784035,29.645,Rua de Pelágio,True
2234962291,2234962237,0,213863904,68.402,NONE,False
475877747,475876236,0,39690472,77.516,Rua dos Pelames,False
3846230392,1548076296,0,"[381423747, 381423613, 381423855]",66.164,Rua do Lagarteiro,False
474681726,474546985,0,39598055,135.085,Rua de Salgueiros,True
474681726,474683172,0,482122892,234.31,Rua de Alves Redol,False
474681726,474681706,0,"[39597832, 482122892, 482122893]",209.55999999999995,Rua de Alves Redol,False
2529071496,429432820,0,36928564,41.44,Rua do Doutor Vasco Valente,False
2529071496,500009827,0,41092974,126.359,Rua de Penafiel,True
2529071496,429381416,0,36928564,28.397,Rua do Doutor Vasco Valente,False
428216714,311889366,0,28996911,71.944,Rua Guerra Junqueiro,True
428216714,428217022,0,"[30417985, 548351356]",479.87299999999993,"['Travessa de Santo Amaro', 'Rua João Martins Branco']",False
111448461,1353859185,0,12296600,79.48100000000001,Rua de Aleixo da Mota,True
111448461,111448467,0,734260455,66.24400000000001,Largo de António Cálem,True
111448467,111447963,0,"[12296720, 216966283]",77.244,Rua das Sobreiras,True
111448467,111447960,0,734260455,32.339,Largo de António Cálem,True
1548063143,1548062829,50,141434669,111.527,Rua do Freixo,False
1548063143,5239695595,50,141434669,139.12300000000002,Rua do Freixo,False
1548063143,1548066651,50,279525892,366.60400000000004,Rua da Senhora da Hora,True
1731170737,789830291,0,252322463,91.368,Rua de Currais,False
1731170737,2880479507,0,252322463,205.68,Rua de Currais,False
1731170737,2880479523,0,284308283,167.19400000000002,Calçada da Ranha,False
1419645372,1419645378,0,128463453,107.851,Travessa da Carvalhosa,True
1419645372,1419645377,0,128463454,83.988,Viela da Carvalhosa,False
1419645377,1419645372,0,128463454,83.988,Viela da Carvalhosa,False
1419645378,137982795,0,34627575,42.734,Rua Sacadura Cabral,True
3846230466,3846230175,50,94482358,114.693,Avenida Francisco Xavier Esteves,True
3846230466,3846230517,50,94482360,18.320999999999998,Rotunda do Ribeirinho,True
1548079557,1548078615,0,141434667,97.398,Rua de Alijó,False
1548079557,1548079465,0,381423968,28.753000000000004,NONE,False
1548079557,1548079603,0,381423968,14.126999999999999,NONE,False
473240006,137992807,0,39549879,73.43199999999999,Travessa de Antero de Quental,False
473240006,4685354800,0,482122896,59.507999999999996,Travessa dos Campos,False
473240006,3900445952,0,"[482122897, 386690150]",63.451,"['Bairro da Padaria', 'Travessa dos Campos']",False
111481288,2356350502,0,112448957,128.326,Rua de São João,True
111481288,1277601207,0,"[743663936, 12544650, 13278159]",306.798,"['Avenida Gustavo Eiffel', 'Rua Clube Fluvial Portuense', 'Túnel da Ribeira']",False
111481288,2211312946,0,"[211122347, 34684086]",121.41400000000002,"['Rua de São João', 'Tomaz do Douro']",True
111481288,2080756633,0,226908041,79.424,Rua do Infante Dom Henrique,True
90378707,428217482,0,219527968,127.838,Avenida da França,True
90378707,2094769995,0,608418578,27.781,Praça Mouzinho de Albuquerque,True
90378713,1416622201,0,434882592,47.239000000000004,Rua Caldas Xavier,True
90378713,3446699979,0,741767467,72.44099999999999,Praça Mouzinho de Albuquerque,True
90378716,3446699996,0,608418576,62.147000000000006,Praça Mouzinho de Albuquerque,True
4477604320,4477604330,0,450854301,42.271,Rua Doutor Gil da Costa,False
4477604320,428215439,0,450854301,18.158,Rua Doutor Gil da Costa,False
4477604320,4477604340,0,450854304,40.874,Rua Doutor Gil da Costa,False
4505162209,2641889347,0,258877279,180.593,Travessa das Cruzes,True
4505162209,257735096,0,453834036,71.562,Rua da Calçada,False
4477604321,4477604325,0,450854301,15.371,Rua Doutor Gil da Costa,False
4477604325,4477604321,0,450854301,15.371,Rua Doutor Gil da Costa,False
4477604325,4477604330,0,450854301,19.49,Rua Doutor Gil da Costa,False
4477604325,4477604330,0,450854302,43.797999999999995,Rua Doutor Gil da Costa,False
4477604330,4477604325,0,450854301,19.49,Rua Doutor Gil da Costa,False
4477604330,4477604325,0,450854302,43.798,Rua Doutor Gil da Costa,False
4477604330,4477604320,0,450854301,42.271,Rua Doutor Gil da Costa,False
138220017,138220019,50,215210562,65.57,Rua das Carmelitas,True
138220017,138220134,0,14333465,162.921,Rua de Cândido dos Reis,True
4505162225,1225943156,0,453834040,38.928,Praceta do Doutor Jaime Cortesão,False
4505162225,4505162225,0,453834040,82.04599999999999,Praceta do Doutor Jaime Cortesão,False
4505162225,4505162225,0,453834040,82.04599999999999,Praceta do Doutor Jaime Cortesão,False
138220019,2246222549,50,14333474,137.674,Rua da Galeria de Paris,True
138220019,2246296620,50,215210562,40.257,Rua das Carmelitas,True
1731170804,4464130700,0,13268420,177.716,Avenida de Fernão de Magalhães,True
1731170804,3570149417,0,13799456,76.268,Avenida de Fernão de Magalhães,False
4505162226,1270263272,50,258749770,40.498,Rua de Sarah Afonso,False
4505162226,2640801398,50,258749770,31.413,Rua de Sarah Afonso,False
4505162226,4505162227,0,453834041,27.392000000000003,Rua do Professor Carlos Lima,False
4505162227,2640801398,0,453834042,16.091,Rua do Professor Carlos Lima,False
4505162227,4505162233,0,453834041,134.51199999999997,Rua do Professor Carlos Lima,False
4505162227,4505162226,0,453834041,27.392000000000003,Rua do Professor Carlos Lima,False
4477604340,4477604320,0,450854304,40.874,Rua Doutor Gil da Costa,False
3846230517,1097394513,50,94482360,54.943000000000005,Rotunda do Ribeirinho,True
1548079601,1548080073,0,141434748,70.626,Rua do Peso da Régua,False
1548079601,1548079312,0,141434748,43.678,Rua do Peso da Régua,False
1548079601,1548081280,0,141435079,201.28,Rua Carrington da Costa,False
4685582836,560975933,0,474651343,290.82200000000006,Rua da China,False
2234962424,1646250354,0,158910672,53.708,Rua de Vila Nova,False
2234962424,1646250352,0,158910672,132.337,Rua de Vila Nova,False
2234962424,3753025800,0,172956497,366.031,Rua de Vila Nova,False
4505162233,4505162227,0,453834041,134.512,Rua do Professor Carlos Lima,False
4505162233,4505162233,0,464784240,29.243000000000002,Rua do Professor Carlos Lima,False
4505162233,4505162233,0,464784240,29.243000000000002,Rua do Professor Carlos Lima,False
1548079611,1548078980,0,141434722,72.173,NONE,False
4505162236,4505162240,0,453834046,39.035,Rua das Artes,False
4505162236,297880010,0,"[318698145, 240672965, 240672966]",166.18400000000003,Rua Aurélio da Paz dos Reis,False
4505162236,1628753285,0,318698145,84.467,Rua Aurélio da Paz dos Reis,False
1548079607,1548079603,0,381423968,31.344,NONE,False
1548079607,1548080354,0,546128925,71.91,NONE,False
1548079607,1548079325,0,546128925,31.971,NONE,False
4505162240,4505162236,0,453834046,39.035,Rua das Artes,False
4505162240,4505162240,0,453834046,216.57799999999997,Rua das Artes,False
4505162240,4505162240,0,453834046,216.578,Rua das Artes,False
4505162242,1628786734,0,240672966,32.66,Rua Aurélio da Paz dos Reis,False
4505162242,1628786750,0,240672966,45.849,Rua Aurélio da Paz dos Reis,False
4505162242,4505162245,0,"[240884743, 453834047]",96.36600000000001,"['Praceta das Mimosas', 'Rua dos Jasmins']",False
4505162245,4505162250,0,453834048,24.549,Rua dos Miosótis,False
4505162245,2169223440,0,240884743,22.829,Praceta das Mimosas,False
4505162245,4505162242,0,"[453834047, 240884743]",96.366,"['Praceta das Mimosas', 'Rua dos Jasmins']",False
422547977,429380558,0,524969607,26.415999999999997,Rua de Manuel Pinto de Azevedo,False
422547977,112580224,0,524969607,886.839,Rua de Manuel Pinto de Azevedo,False
4505162250,4505162245,0,453834048,24.549,Rua dos Miosótis,False
4505162250,4505162251,0,453834052,136.548,NONE,False
4505162250,297880026,0,453834048,54.257,Rua dos Miosótis,False
4505162251,4505162250,0,453834052,136.548,NONE,False
4505162251,297880023,0,37112939,36.625,Rua das Magnólias,True
422547991,2215508909,40,126031424,87.441,Rua Engenheiro Ferreira Dias,True
422547991,3108425106,0,306059688,12.498,Rua Engenheiro Ferreira Dias,True
1731170854,1731170804,0,13799462,77.12299999999999,Avenida de Fernão de Magalhães,True
3617657382,3617657384,0,"[546123665, 546123666, 356310188]",79.303,Rua do Rêgo Lameiro,False
3617657384,560975937,0,44157235,43.863,Rua do Rêgo Lameiro,False
3617657384,560975917,0,44157235,95.73700000000001,Rua do Rêgo Lameiro,False
3617657384,3617657382,0,"[546123665, 546123666, 356310188]",79.303,Rua do Rêgo Lameiro,False
1731170856,789695386,0,233784773,26.963,Travessa Nova de Currais,True
1731170856,444030231,0,461925693,101.05900000000001,Travessa Nova de Currais,False
1731170858,3139458263,0,161124252,7.551,NONE,False
1731170858,789695386,0,161124252,42.856,NONE,False
1731170868,444030231,0,161124190,28.391,Rua Diamantina,False
1731170869,1731170854,0,161124030,14.203,Travessa do Veloso,True
1731170869,269565778,0,161124274,168.327,Travessa do Veloso,False
1731170872,1731170854,0,13799462,14.858,Avenida de Fernão de Magalhães,True
1731170872,1731170869,0,161124092,14.473,Travessa do Veloso,True
112595515,2322018094,0,453764134,71.872,NONE,True
3383743042,2420355032,0,331313322,6.016,Rua do Freixo,False
4573598276,4573598285,0,51228960,10.958,Rua de Dionísio dos Santos Silva,False
4573598276,444004676,0,51228960,49.705,Rua de Dionísio dos Santos Silva,False
4573598276,4573598283,0,461925679,13.663,Travessa da Bouça,False
1548079687,1097379559,0,461932809,62.867,Rua do Falcão,False
1548079687,1548079812,0,141435152,48.897,Travessa do Falcão,False
1548079687,1097379481,0,461932809,59.979,Rua do Falcão,False
4573598282,4573598283,0,461925681,3.725,Travessa da Bouça,False
4573598282,4573598285,0,461925681,14.421,Travessa da Bouça,False
4573598282,4573598284,0,461925680,51.045,Viela da Bouça,False
4573598283,4573598282,0,461925681,3.725,Travessa da Bouça,False
4573598283,4573598276,0,461925679,13.663,Travessa da Bouça,False
4573598283,5198539829,0,461925679,26.543999999999997,Travessa da Bouça,False
4573598284,287458452,0,141476900,76.515,Rua Doutor António Bernardino de Almeida,False
4573598284,4381093242,0,"[141476900, 536710725]",72.80799999999999,Rua Doutor António Bernardino de Almeida,False
4573598284,4573598282,0,461925680,51.045,Viela da Bouça,False
4573598285,4573598276,0,51228960,10.958,Rua de Dionísio dos Santos Silva,False
4573598285,4573598282,0,461925681,14.421,Travessa da Bouça,False
4573598285,444004683,0,51228960,154.16199999999998,Rua de Dionísio dos Santos Silva,False
4573598287,432597951,0,37143413,46.806,Rua Coronel Almeida Valente,False
4573598287,4573598288,0,461925682,23.971,Travessa da Bouça,False
4573598287,2449318866,0,37143413,63.931999999999995,Rua Coronel Almeida Valente,False
4573598288,4573598287,0,461925682,23.971,Travessa da Bouça,False
1386041949,1106195776,0,112589133,19.764,Rua de Cadouços,False
1386041950,1106195776,0,112589133,20.268,Rua de Cadouços,False
4556247648,2214936721,0,211483668,46.937,Largo do Actor Dias,False
138220134,25620948,0,215194131,33.275,Rua da Fábrica,True
128668277,2178845900,0,13800268,172.648,Rua de Diogo Botelho,True
128668277,1788786376,0,28618311,64.468,Traversa das Condominhas ,True
128668278,128668277,0,13799864,50.471,Rua de Diogo Botelho,True
128668278,128668285,0,167487362,129.066,Rua de Diogo Botelho,False
2364510841,497870519,0,40900904,209.51300000000003,Rua Direita das Campinas,False
2364510841,4452248119,0,448190675,131.304,Travessa das Campinas,False
2364510841,501173461,0,483102851,99.075,Rua Direita das Campinas,False
128668285,1788786173,0,167487362,254.35199999999998,Rua de Diogo Botelho,False
128668285,128668278,0,167487362,129.066,Rua de Diogo Botelho,False
128668285,428214939,0,450860116,81.013,Rua das Palmeiras,True
501142148,4422245568,0,41092954,63.853,NONE,False
501142148,500009845,0,41018363,56.859,NONE,False
501142148,501142293,0,41018363,45.006,NONE,False
128668299,129676781,0,167487362,49.166,Rua de Diogo Botelho,False
128668299,428214874,0,167487362,95.05000000000001,Rua de Diogo Botelho,False
128668303,1788785868,0,167487362,36.561,Rua de Diogo Botelho,False
128668303,129676781,0,167487362,82.849,Rua de Diogo Botelho,False
128668307,428215354,0,207634512,27.806,Rua de Diogo Botelho,False
128668307,314075546,0,167487362,207.00300000000001,Rua de Diogo Botelho,False
128668309,314075504,0,734260451,33.805,Rua de Diogo Botelho,False
128668309,428215781,0,734260451,240.50799999999998,Rua de Diogo Botelho,False
128668316,314074258,0,484596306,50.699,Rua de Diogo Botelho,False
128668316,428215776,0,39991718,133.514,Rua de Henrique Moreira,False
128668316,314074321,0,484596306,44.173,Rua de Diogo Botelho,False
1548079783,1548078723,0,141434621,132.903,Rua do Pinheiro Grande,False
1548079783,1548081028,0,542445802,90.47000000000001,Rua do Cerco do Porto,False
1548079783,1548079353,0,542445802,62.278999999999996,Rua do Cerco do Porto,False
501142189,429381408,0,36921792,28.633,Rua do Professor Mota Pinto,False
501142189,429381407,0,36921792,85.544,Rua do Professor Mota Pinto,False
501142189,501142193,20,41092968,47.827,Praceta Gonçalves Coelho,False
1548079790,1103500489,50,94481891,249.917,Alameda de Cartes,True
501142193,501142189,20,41092968,47.827,Praceta Gonçalves Coelho,False
501142193,501142193,20,41092968,103.298,Praceta Gonçalves Coelho,False
501142193,501142193,20,41092968,103.298,Praceta Gonçalves Coelho,False
4199223989,111481561,50,217344337,54.907,Rua de Mouzinho da Silveira,False
4199223989,2207418932,50,419935503,17.57,Rua de Mouzinho da Silveira,True
414913213,1198805109,0,35416640,51.619,Praça da Corujeira,True
414913213,1548076001,0,35383148,179.53,Rua Doutor Maurício Esteves Pereira Pinto,True
428217022,2245001099,0,215080697,117.61800000000001,NONE,False
428217022,2244990423,0,548351356,75.03099999999999,Travessa de Santo Amaro,False
428217022,428216714,0,"[30417985, 548351356]",479.873,"['Travessa de Santo Amaro', 'Rua João Martins Branco']",False
414913214,1097379574,0,35416640,31.461,Praça da Corujeira,True
414913214,1198805226,0,103847407,61.105,Rua Monte da Bela,False
414913215,1198770858,0,35416640,49.043,Praça da Corujeira,True
